"DRGKode";"DRGNavn";"Kostnadsvekt";"TrimpunktØvre";"ProsedyreinnholdsType";"DRGBasispoeng";"HDGKode";"ErGyldigForSekundærRehabilitering";"DRGTjenestetype";"ErGyldigForPoengtilleggAmbulantBehandling";"DRG_CCNivå";"DRG_CCGruppe";"ErSomatikk"
"231";"Lokal eksisjon og fjerning av osteosyntesmat ekskl fra hofte/femur";1.193;6;"K";0.329;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"232";"Artroskopi";2.248;17;"K";2.248;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"233";"Op på skjelett-muskelsystem og bindevev ITAD m/bk";4.061;29;"K";4.061;8;0;"Ordinære innleggelser med overnatting";0;1;"233_234";"Ja"
"234";"Op på skjelett-muskelsystem og bindevev ITAD u/bk";1.975;7;"K";1.975;8;0;"Ordinære innleggelser med overnatting";0;0;"233_234";"Ja"
"235";"Lårbeinsbrudd";1.124;14;"M";1.124;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"236";"Brudd på hofte og bekken";0.894;14;"M";0.894;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"237";"Forstuving og luksasjon av hofte, bekken og lår";0.672;5;"M";0.672;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"238";"Osteomyelitt";2.191;24;"M";2.191;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"239";"Patologiske brudd og ondartede svulster i HDG 8";1.568;14;"M";1.568;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"243";"Rygglidelser, traumatiske tilstander og symptomer i ryggen";0.801;8;"M";0.801;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"244";"Andre beinsykdommer m/bk";1.197;13;"M";1.197;8;0;"Ordinære innleggelser med overnatting";0;1;"244_245";"Ja"
"245";"Andre beinsykdommer u/bk";0.803;7;"M";0.803;8;0;"Ordinære innleggelser med overnatting";0;0;"244_245";"Ja"
"247";"Uspesifikke tilst og sympt fra muskel-skjelettsyst/bindevev ITAD";0.560;6;"M";0.560;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"248";"Tilstander i muskler, sener, seneskjeder, fascie og bursa ITAD";0.981;9;"M";0.981;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"249";"Komplik/følgetilst/etterbehandling av tilstander i HDG 8";1.176;14;"M";1.176;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"250";"Brudd/forstuving/luksasjon av u.arm, hånd, fot >17 år m/bk";0.725;6;"M";0.725;8;0;"Ordinære innleggelser med overnatting";0;1;"250_251";"Ja"
"251";"Brudd/forstuving/luksasjon av u.arm, hånd, fot >17 år u/bk";0.494;5;"M";0.494;8;0;"Ordinære innleggelser med overnatting";0;0;"250_251";"Ja"
"252";"Brudd/forstuving/luksasjon av u.arm, hånd fot 0-17 år";0.662;2;"M";0.662;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"253";"Brudd/forstuving/luks av o.arm/u.ekstr ekskl fot >17 år m/bk";0.928;10;"M";0.928;8;0;"Ordinære innleggelser med overnatting";0;1;"253_254";"Ja"
"254";"Brudd/forstuving/luks av o.arm/u.ekstr ekskl fot >17 år u/bk";0.604;5;"M";0.604;8;0;"Ordinære innleggelser med overnatting";0;0;"253_254";"Ja"
"255";"Brudd/forstuving/luks av o.arm/u.ekstr ekskl fot 0-17 år";0.694;3;"M";0.694;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"256";"Sykdom i muskel-skjelettsystemet og bindevev ITAD";0.961;10;"M";0.961;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"257";"Total mastektomi ved ondartet svulst m/bk";1.669;6;"K";1.669;30;0;"Ordinære innleggelser med overnatting";0;1;"257_258";"Ja"
"258";"Total mastektomi ved ondartet svulst u/bk";1.425;5;"K";1.425;30;0;"Ordinære innleggelser med overnatting";0;0;"257_258";"Ja"
"259";"Annen mammaoperasjon ved ondartet svulst m/bk";1.193;4;"K";0.911;30;0;"Ordinære innleggelser med overnatting";0;1;"259_260";"Ja"
"260";"Annen mammaoperasjon ved ondartet svulst u/bk";1.124;3;"K";0.842;30;0;"Ordinære innleggelser med overnatting";0;0;"259_260";"Ja"
"261";"Mammaop ved godartede sykd ekskl biopsi/lokal eksisjon";1.506;4;"K";0.868;30;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"262";"Mammabiopsi og lokal eksisjon ved godartede sykdommer";1.104;3;"K";0.382;30;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"263";"Hudtransplant og/eller revisjoner ved sår/cellulitt m/bk";4.785;41;"K";4.785;9;0;"Ordinære innleggelser med overnatting";0;1;"263_264";"Ja"
"264";"Hudtransplant og/eller revisjoner ved sår/cellulitt u/bk";2.390;13;"K";2.390;9;0;"Ordinære innleggelser med overnatting";0;0;"263_264";"Ja"
"265";"Hudtranspl og/eller revisjoner, ekskl sår/cellulitt m/bk";2.377;18;"K";2.377;9;0;"Ordinære innleggelser med overnatting";0;1;"265_266";"Ja"
"266";"Hudtranspl og/eller revisjoner, ekskl sår/cellulitt u/bk";1.326;6;"K";0.339;9;0;"Ordinære innleggelser med overnatting";0;0;"265_266";"Ja"
"267";"Perianale inngrep og operasjoner for sakralcyste";0.837;5;"K";0.456;9;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"268";"Plastiske op på hud og underhud";2.060;13;"K";2.060;9;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"269";"Op på hud og underhud ITAD m/bk";2.651;24;"K";2.651;9;0;"Ordinære innleggelser med overnatting";0;1;"269_270";"Ja"
"270";"Op på hud og underhud ITAD u/bk";1.141;8;"K";1.141;9;0;"Ordinære innleggelser med overnatting";0;0;"269_270";"Ja"
"271";"Kroniske sår i huden";1.498;17;"M";1.498;9;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"272";"Alvorlig hudsykdom m/bk";1.679;18;"M";1.679;9;0;"Ordinære innleggelser med overnatting";0;1;"272_273";"Ja"
"273";"Alvorlig hudsykdom u/bk";1.392;16;"M";1.392;9;0;"Ordinære innleggelser med overnatting";0;0;"272_273";"Ja"
"274";"Ondartet sykdom i bryst m/bk";1.496;15;"M";1.496;30;0;"Ordinære innleggelser med overnatting";0;1;"274_275";"Ja"
"275";"Ondartet sykdom i bryst u/bk";1.063;11;"M";1.063;30;0;"Ordinære innleggelser med overnatting";0;0;"274_275";"Ja"
"276";"Godartet sykdom i bryst";0.826;7;"M";0.826;30;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"277";"Infeksjoner i hud og underhud >17 år m/bk";1.465;16;"M";1.465;9;0;"Ordinære innleggelser med overnatting";0;1;"277_278";"Ja"
"278";"Infeksjoner i hud og underhud >17 år u/bk";0.826;8;"M";0.826;9;0;"Ordinære innleggelser med overnatting";0;0;"277_278";"Ja"
"279";"Infeksjoner i hud og underhud 0-17 år";1.095;6;"M";1.095;9;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"280";"Skade av hud og underhud >17 år m/bk";0.737;6;"M";0.737;9;0;"Ordinære innleggelser med overnatting";0;1;"280_281";"Ja"
"281";"Skade av hud og underhud >17 år u/bk";0.486;3;"M";0.486;9;0;"Ordinære innleggelser med overnatting";0;0;"280_281";"Ja"
"282";"Skade av hud og underhud 0-17 år";0.560;3;"M";0.560;9;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"283";"Lettere hudsykdom m/bk";1.500;17;"M";1.500;9;0;"Ordinære innleggelser med overnatting";0;1;"283_284";"Ja"
"284";"Lettere hudsykdom u/bk";1.012;11;"M";1.012;9;0;"Ordinære innleggelser med overnatting";0;0;"283_284";"Ja"
"285";"Amputasjoner av underekstr pga sykdom i HDG 10";5.489;43;"K";5.489;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"286";"Operasjoner på binyrer og hypofyse";2.754;11;"K";2.754;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"289";"Operasjoner på biskjoldbruskkjertelen";1.169;4;"K";1.169;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"290";"Operasjoner på skjoldbruskkjertelen";1.550;5;"K";1.550;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"292";"Op ved sykdommer i HDG 10 ITAD m/bk";5.994;38;"K";5.994;10;0;"Ordinære innleggelser med overnatting";0;1;"292_293";"Ja"
"293";"Op ved sykdommer i HDG 10 ITAD u/bk";2.043;7;"K";2.043;10;0;"Ordinære innleggelser med overnatting";0;0;"292_293";"Ja"
"294C";"Diabetes >35 år m/bk";1.028;9;"M";1.028;10;0;"Ordinære innleggelser med overnatting";0;1;"294C_294N";"Ja"
"294N";"Diabetes > 35 år u/bk";1.028;9;"M";1.028;10;0;"Ordinære innleggelser med overnatting";0;0;"294C_294N";"Ja"
"295";"Diabetes < 36 år";1.722;14;"M";1.722;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"296";"Ernærings- og stoffskiftesykdommer ITAD >17 år m/bk";1.181;12;"M";1.181;10;0;"Ordinære innleggelser med overnatting";0;1;"296_297";"Ja"
"297";"Ernærings- og stoffskiftesykdommer ITAD >17 år u/bk";0.710;7;"M";0.710;10;0;"Ordinære innleggelser med overnatting";0;0;"296_297";"Ja"
"298";"Ernærings- og stoffskiftesykdommer ITAD 0-17 år";1.036;8;"M";1.036;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"299";"Medfødte stoffskiftesykdommer";1.429;14;"M";1.429;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"300";"Indresekretoriske sykdommer m/bk";1.489;18;"M";1.489;10;0;"Ordinære innleggelser med overnatting";0;1;"300_301";"Ja"
"301";"Indresekretoriske sykdommer u/bk";0.794;6;"M";0.794;10;0;"Ordinære innleggelser med overnatting";0;0;"300_301";"Ja"
"302";"Nyretransplantasjon";10.994;31;"K";10.994;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"303";"Nyre/ureterop og større blæreop pga ondartet svulst";3.500;16;"K";3.500;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"304";"Nyre/ureterop og større blæreop ekskl onda svulst m/bk";3.283;23;"K";3.283;11;0;"Ordinære innleggelser med overnatting";0;1;"304_305";"Ja"
"305";"Nyre/ureterop og større blæreop ekskl onda svulst u/bk";2.549;9;"K";2.549;11;0;"Ordinære innleggelser med overnatting";0;0;"304_305";"Ja"
"308";"Operasjoner på urinblæren ITAD m/bk";1.480;10;"K";1.151;11;0;"Ordinære innleggelser med overnatting";0;1;"308_309";"Ja"
"309";"Operasjoner på urinblæren ITAD u/bk";0.943;4;"K";0.614;11;0;"Ordinære innleggelser med overnatting";0;0;"308_309";"Ja"
"310";"Transurethrale operasjoner ekskl på prostata m/bk";1.126;8;"K";0.994;11;0;"Ordinære innleggelser med overnatting";0;1;"310_311";"Ja"
"311";"Transurethrale operasjoner ekskl på prostata u/bk";0.993;3;"K";0.861;11;0;"Ordinære innleggelser med overnatting";0;0;"310_311";"Ja"
"312";"Operasjoner på urinrør >17 år m/bk";1.381;5;"K";1.381;11;0;"Ordinære innleggelser med overnatting";0;1;"312_313";"Ja"
"313";"Operasjoner på urinrør >17 år u/bk";0.751;3;"K";0.465;11;0;"Ordinære innleggelser med overnatting";0;0;"312_313";"Ja"
"314";"Operasjoner på urinrør 0-17 år";1.151;4;"K";1.151;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"315";"Operasjoner på nyrer og urinveier ITAD";1.929;17;"K";1.929;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"316";"Nyresvikt";1.485;17;"M";1.485;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"317";"Dialysebehandling";0.098;8;"M";0.098;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"318";"Svulster i nyrer og urinveier m/bk";1.407;15;"M";1.407;11;0;"Ordinære innleggelser med overnatting";0;1;"318_319";"Ja"
"319";"Svulster i nyrer og urinveier u/bk";0.808;8;"M";0.808;11;0;"Ordinære innleggelser med overnatting";0;0;"318_319";"Ja"
"320";"Infeksjoner i nyrer og urinveier >17 år m/bk";1.266;12;"M";1.266;11;0;"Ordinære innleggelser med overnatting";0;1;"320_321";"Ja"
"321";"Infeksjoner i nyrer og urinveier >17 år u/bk";0.803;7;"M";0.803;11;0;"Ordinære innleggelser med overnatting";0;0;"320_321";"Ja"
"322";"Infeksjoner i nyrer og urinveier 0-17 år";1.233;6;"M";1.233;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"323";"Stein i urinveiene m/bk og/eller ESWL behandling";0.918;7;"M";0.918;11;0;"Ordinære innleggelser med overnatting";0;1;"323_324";"Ja"
"324";"Stein i urinveiene u/bk";0.586;4;"M";0.586;11;0;"Ordinære innleggelser med overnatting";0;0;"323_324";"Ja"
"325";"Symptomer fra nyrer og urinveier >17 år m/bk";0.804;7;"M";0.804;11;0;"Ordinære innleggelser med overnatting";0;1;"325_326";"Ja"
"326";"Symptomer fra nyrer og urinveier >17 år u/bk";0.588;14;"M";0.588;11;0;"Ordinære innleggelser med overnatting";0;0;"325_326";"Ja"
"327";"Symptomer fra nyrer og urinveier 0-17 år";0.717;7;"M";0.717;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"331";"Sykdom i nyrer og urinveier ITAD >17 år m/bk";0.998;11;"M";0.998;11;0;"Ordinære innleggelser med overnatting";0;1;"331_332";"Ja"
"332";"Sykdom i nyrer og urinveier ITAD >17 år u/bk";0.745;7;"M";0.745;11;0;"Ordinære innleggelser med overnatting";0;0;"331_332";"Ja"
"333";"Sykdom i nyrer og urinveier ITAD 0-17 år";1.165;9;"M";1.165;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"334";"Større operasjoner i det mannlige bekken m/bk";2.523;10;"K";2.523;12;0;"Ordinære innleggelser med overnatting";0;1;"334_335";"Ja"
"335";"Større operasjoner i det mannlige bekken u/bk";2.233;5;"K";2.233;12;0;"Ordinære innleggelser med overnatting";0;0;"334_335";"Ja"
"336";"Transurethral prostatectomi m/bk";1.170;7;"K";1.170;12;0;"Ordinære innleggelser med overnatting";0;1;"336_337";"Ja"
"337";"Transurethral prostatectomi u/bk";0.965;3;"K";0.950;12;0;"Ordinære innleggelser med overnatting";0;0;"336_337";"Ja"
"338";"Op på skrotalinnhold ved ondartede sykdommer";1.042;5;"K";1.042;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"339";"Op på skrotalinnhold ved godartede sykd >17 år";1.097;6;"K";1.097;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"340";"Op på skrotalinnhold ved godartede sykd 0-17 år";1.018;3;"K";0.598;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"341";"Operasjoner på penis";1.732;8;"K";1.732;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"344";"Op på mannlige kjønnsorg ved ondartet svulst ITAD";1.472;9;"K";1.472;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"345";"Op på mannlige kjønnsorg ekskl ondartet svulst ITAD";0.999;5;"K";0.999;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"346";"Ondartede svulst i mannlige kjønnsorganer m/bk";1.532;15;"M";1.532;12;0;"Ordinære innleggelser med overnatting";0;1;"346_347";"Ja"
"347";"Ondartede svulst i mannlige kjønnsorganer u/bk";1.158;13;"M";1.158;12;0;"Ordinære innleggelser med overnatting";0;0;"346_347";"Ja"
"348";"Godartet hypertrofi av prostata m/bk";0.778;7;"M";0.778;12;0;"Ordinære innleggelser med overnatting";0;1;"348_349";"Ja"
"349";"Godartet hypertrofi av prostata u/bk";0.457;3;"M";0.457;12;0;"Ordinære innleggelser med overnatting";0;0;"348_349";"Ja"
"350";"Inflammasjon i mannlige kjønnsorganer";0.805;7;"M";0.805;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"351";"Sterilisering av menn";0.000;3;"K";0.000;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"352";"Sykdommer i mannlige kjønnsorganer  ITAD";0.569;7;"M";0.569;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"353";"Eksentrasjon av bekkenet, radikal hysterektomi og vulvektomi";5.081;21;"K";5.081;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"354";"Op på uterus/adn pga ikke ovar/adn malign sykd m/bk";2.743;11;"K";2.743;13;0;"Ordinære innleggelser med overnatting";0;1;"354_355";"Ja"
"355";"Op på uterus/adn pga ikke ovar/adn malign sykd u/bk";1.968;5;"K";1.968;13;0;"Ordinære innleggelser med overnatting";0;0;"354_355";"Ja"
"356";"Rekonstruktive gynekologiske inngrep";1.278;3;"K";1.086;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"357";"Op på uterus/adn ved ovar/adn malign sykdom";3.382;12;"K";3.382;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"358";"Op på uterus/adn ved godartede sykd m/bk";2.266;12;"K";2.266;13;0;"Ordinære innleggelser med overnatting";0;1;"358_359";"Ja"
"359";"Op på uterus/adn ved godartede sykd u/bk";1.565;4;"K";0.850;13;0;"Ordinære innleggelser med overnatting";0;0;"358_359";"Ja"
"360";"Operasjoner på vagina, cervix og vulva ekskl vulvektomi";1.303;9;"K";1.303;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"361";"Gynekologisk laparoskopi og sterilisering via laparotomi";1.252;6;"K";1.252;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"362";"Sterilisering via laparoskopi eller annen endoskopisk sterilisering";0.000;2;"K";0.000;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"363";"Utskraping og konisering ved ondartet sykdom";1.035;9;"K";1.035;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"364";"Utskraping og konisering ekskl ondartet sykdom";0.730;4;"K";0.127;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"365";"Operasjoner på kvinnelige kjønnsorganer ITAD";1.813;13;"K";1.813;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"366";"Ondartede svulster i kvinnelige kjønnsorganer m/bk";1.549;17;"M";1.549;13;0;"Ordinære innleggelser med overnatting";0;1;"366_367";"Ja"
"367";"Ondartede svulster i kvinnelige kjønnsorganer u/bk";1.183;12;"M";1.183;13;0;"Ordinære innleggelser med overnatting";0;0;"366_367";"Ja"
"368";"Infeksjoner i kvinnelige kjønnsorganer";0.854;7;"M";0.854;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"369";"Tilstander i kvinnelige kjønnsorganer ITAD";0.689;6;"M";0.689;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"370";"Keisersnitt m/bk";1.899;14;"K";1.899;14;0;"Ordinære innleggelser med overnatting";0;1;"370_371";"Ja"
"371";"Keisersnitt u/bk";1.366;8;"K";1.366;14;0;"Ordinære innleggelser med overnatting";0;0;"370_371";"Ja"
"372";"Vaginal fødsel m/bk";0.880;8;"M";0.880;14;0;"Ordinære innleggelser med overnatting";0;1;"372_373";"Ja"
"373";"Vaginal fødsel u/bk";0.574;5;"M";0.574;14;0;"Ordinære innleggelser med overnatting";0;0;"372_373";"Ja"
"374";"Vaginal fødsel m/sterilisering og/eller evakuering";1.385;8;"K";1.385;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"375";"Vaginal fødsel m/ op ekskl sterilisering og evakuering";1.073;8;"K";1.073;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"376";"Sykdommer etter forløsning og abort u/ operasjon";0.705;6;"M";0.705;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"379";"Truende abort";0.597;13;"M";0.597;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"380";"Abort uten kirurgisk inngrep og tilst etter abort";0.410;3;"M";0.410;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"381";"Spontan el medik utløst abort inkl revisjon";0.639;3;"K";0.384;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"382";"Falske rier";0.387;7;"M";0.387;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"383";"Sykdommer i svangerskapet ITAD m/bk";0.658;9;"M";0.658;14;0;"Ordinære innleggelser med overnatting";0;1;"383_384";"Ja"
"384";"Sykdommer i svangerskapet ITAD u/bk";0.434;7;"M";0.434;14;0;"Ordinære innleggelser med overnatting";0;0;"383_384";"Ja"
"390";"Nyfødt, fødselsvekt minst 2500 g, med annet signifikant problem";0.980;7;;0.980;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"391";"Frisk nyfødt";0.526;5;;0.526;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"392";"Op på milten pga sykdom i HDG 16 >17 år";4.365;20;"K";4.365;16;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"393";"Op på milten pga sykdom i HDG 16 0-17 år";2.123;7;"K";2.123;16;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"394";"Op pga sykdom i blod/bloddannende organer ITAD";1.853;11;"K";1.853;16;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"395";"Sykdommer i røde blodlegemer >17 år";0.932;11;"M";0.932;16;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"396";"Sykdommer i røde blodlegemer 0-17 år";1.628;18;"M";1.628;16;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"397";"Koagulasjonsforstyrrelser";0.989;10;"M";0.989;16;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"398";"Retikuloendoteliale og immunologiske sykd ITAD m/bk";1.358;17;"M";1.358;16;0;"Ordinære innleggelser med overnatting";0;1;"398_399";"Ja"
"399";"Retikuloendoteliale og immunologiske sykd ITAD u/bk";0.860;7;"M";0.860;16;0;"Ordinære innleggelser med overnatting";0;0;"398_399";"Ja"
"400";"Større operasjoner ved lymfom og leukemi";2.899;18;"K";2.899;17;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"401";"Op ved lymfom og ikke-akutt leukemi ITAD m/bk";4.014;42;"K";4.014;17;0;"Ordinære innleggelser med overnatting";0;1;"401_402";"Ja"
"402";"Op ved lymfom og ikke-akutt leukemi ITAD u/bk";1.817;10;"K";1.817;17;0;"Ordinære innleggelser med overnatting";0;0;"401_402";"Ja"
"403";"Lymfom og ikke-akutt leukemi m/bk";2.115;21;"M";2.115;17;0;"Ordinære innleggelser med overnatting";0;1;"403_404";"Ja"
"404";"Lymfom og ikke-akutt leukemi u/bk";1.386;11;"M";1.386;17;0;"Ordinære innleggelser med overnatting";0;0;"403_404";"Ja"
"405";"Akutt leukemi 0-17 år";2.827;24;"M";2.827;17;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"406";"Større op ved sykdommer i HDG 17 ekskl lymfom og leukemi m/bk";6.071;28;"K";6.071;17;0;"Ordinære innleggelser med overnatting";0;1;"406_407";"Ja"
"407";"Større op ved sykdommer i HDG 17 ekskl lymfom og leukemi u/bk";3.130;10;"K";3.130;17;0;"Ordinære innleggelser med overnatting";0;0;"406_407";"Ja"
"408";"Andre op ved sykdommer i HDG 17 ekskl lymfom og leukemi";2.003;13;"K";2.003;17;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"413";"Sykdommer i HDG 17 ITAD m/bk";2.110;19;"M";2.110;17;0;"Ordinære innleggelser med overnatting";0;1;"413_414";"Ja"
"414";"Sykdommer i HDG 17 ITAD u/bk";1.240;11;"M";1.240;17;0;"Ordinære innleggelser med overnatting";0;0;"413_414";"Ja"
"415";"Op ved sykdommer i HDG 18";4.379;41;"K";4.379;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"418";"Postop og posttraumatiske infeksjoner tilhørende HDG 18";1.262;14;"M";1.262;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"419";"Feber av ukjent årsak >17 år m/bk";1.156;11;"M";1.156;18;0;"Ordinære innleggelser med overnatting";0;1;"419_420";"Ja"
"420";"Feber av ukjent årsak >17 år u/bk";0.758;8;"M";0.758;18;0;"Ordinære innleggelser med overnatting";0;0;"419_420";"Ja"
"421";"Virussykdommer >17 år";0.821;9;"M";0.821;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"422";"Virussykdommer og feber av ukjent årsak 0-17 år";0.757;5;"M";0.757;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"423";"Sykdommer i HDG 18 ITAD";1.529;15;"M";1.529;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"439";"Hudtransplantasjon etter skade";4.699;31;"K";4.699;21;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"442";"Operasjoner etter skade ITAD m/bk";5.435;51;"K";5.435;21;1;"Ordinære innleggelser med overnatting";0;1;"442_443";"Ja"
"443";"Operasjoner etter skade ITAD u/bk";1.861;9;"K";1.861;21;0;"Ordinære innleggelser med overnatting";0;0;"442_443";"Ja"
"444";"Traume >17 år m/bk";1.090;11;"M";1.090;21;0;"Ordinære innleggelser med overnatting";0;1;"444_445";"Ja"
"445";"Traume >17 år u/bk";0.702;5;"M";0.702;21;0;"Ordinære innleggelser med overnatting";0;0;"444_445";"Ja"
"446";"Traume 0-17 år";0.746;4;"M";0.746;21;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"447";"Allergiske reaksjoner >17 år";0.512;4;"M";0.512;21;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"448";"Allergiske reaksjoner 0-17 år";0.380;2;"M";0.380;21;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"449";"Forgiftning inkludert toksisk effekt av legemiddel >17 m/bk";0.924;6;"M";0.924;21;0;"Ordinære innleggelser med overnatting";0;1;"449_450";"Ja"
"450";"Forgiftning inkludert toksisk effekt av legemiddel >17 u/bk";0.621;3;"M";0.621;21;0;"Ordinære innleggelser med overnatting";0;0;"449_450";"Ja"
"451";"Forgiftning inkludert toksisk effekt av legemiddel 0-17 år";0.604;3;"M";0.604;21;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"454";"Sykdommer i HDG 21 ITAD m/bk";1.141;14;"M";1.141;21;0;"Ordinære innleggelser med overnatting";0;1;"454_455";"Ja"
"455";"Sykdommer i HDG 21 ITAD u/bk";0.449;4;"M";0.449;21;0;"Ordinære innleggelser med overnatting";0;0;"454_455";"Ja"
"456";"Forbrenninger, overført til annen akuttenhet, liggetid < 6 dager";0.899;4;;0.899;22;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"457";"Omfattende forbrenninger uten operativ behandling";3.078;24;"M";3.078;22;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
