"DRGKode";"DRGNavn";"Kostnadsvekt";"TrimpunktØvre";"ProsedyreinnholdsType";"DRGBasispoeng";"HDGKode";"ErGyldigForSekundærRehabilitering";"DRGTjenestetype";"ErGyldigForPoengtilleggAmbulantBehandling";"DRG_CCNivå";"DRG_CCGruppe";"ErSomatikk"
"231";"Lokal eksisjon og fjerning av osteosyntesmat ekskl fra hofte/femur";1.163;26;"K";0.310;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"232";"Artroskopi";2.106;17;"K";2.106;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"233";"Op på skjelett-muskelsystem og bindevev ITAD m/bk";3.523;35;"K";3.523;8;0;"Ordinære innleggelser med overnatting";0;1;"233_234";"Ja"
"234";"Op på skjelett-muskelsystem og bindevev ITAD u/bk";2.016;9;"K";2.016;8;0;"Ordinære innleggelser med overnatting";0;0;"233_234";"Ja"
"235";"Lårbeinsbrudd";1.050;14;"M";1.050;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"236";"Brudd på hofte og bekken";0.894;14;"M";0.894;8;1;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"237";"Forstuving og luksasjon av hofte, bekken og lår";0.561;7;"M";0.561;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"238";"Osteomyelitt";2.252;26;"M";2.252;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"239";"Patologiske brudd og ondartede svulster i HDG 8";1.571;15;"M";1.571;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"243";"Rygglidelser, traumatiske tilstander og symptomer i ryggen";0.757;8;"M";0.757;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"244";"Andre beinsykdommer m/bk";0.903;9;"M";0.903;8;0;"Ordinære innleggelser med overnatting";0;1;"244_245";"Ja"
"245";"Andre beinsykdommer u/bk";0.756;7;"M";0.756;8;0;"Ordinære innleggelser med overnatting";0;0;"244_245";"Ja"
"247";"Uspesifikke tilst og sympt fra muskel-skjelettsyst/bindevev ITAD";0.503;5;"M";0.503;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"248";"Tilstander i muskler, sener, seneskjeder, fascie og bursa ITAD";0.942;9;"M";0.942;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"249";"Komplik/følgetilst/etterbehandling av tilstander i HDG 8";1.172;14;"M";1.172;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"250";"Brudd/forstuving/luksasjon av u.arm, hånd, fot >17 år m/bk";0.734;7;"M";0.734;8;0;"Ordinære innleggelser med overnatting";0;1;"250_251";"Ja"
"251";"Brudd/forstuving/luksasjon av u.arm, hånd, fot >17 år u/bk";0.505;5;"M";0.505;8;0;"Ordinære innleggelser med overnatting";0;0;"250_251";"Ja"
"252";"Brudd/forstuving/luksasjon av u.arm, hånd fot 0-17 år";0.665;2;"M";0.665;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"253";"Brudd/forstuving/luks av o.arm/u.ekstr ekskl fot >17 år m/bk";0.837;9;"M";0.837;8;0;"Ordinære innleggelser med overnatting";0;1;"253_254";"Ja"
"254";"Brudd/forstuving/luks av o.arm/u.ekstr ekskl fot >17 år u/bk";0.576;6;"M";0.576;8;0;"Ordinære innleggelser med overnatting";0;0;"253_254";"Ja"
"255";"Brudd/forstuving/luks av o.arm/u.ekstr ekskl fot 0-17 år";0.704;4;"M";0.704;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"256";"Sykdom i muskel-skjelettsystemet og bindevev ITAD";0.955;15;"M";0.955;8;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"257";"Total mastektomi ved ondartet svulst m/bk";1.659;6;"K";1.659;30;0;"Ordinære innleggelser med overnatting";0;1;"257_258";"Ja"
"258";"Total mastektomi ved ondartet svulst u/bk";1.402;5;"K";1.402;30;0;"Ordinære innleggelser med overnatting";0;0;"257_258";"Ja"
"259";"Annen mammaoperasjon ved ondartet svulst m/bk";1.309;6;"K";1.070;30;0;"Ordinære innleggelser med overnatting";0;1;"259_260";"Ja"
"260";"Annen mammaoperasjon ved ondartet svulst u/bk";1.038;4;"K";0.799;30;0;"Ordinære innleggelser med overnatting";0;0;"259_260";"Ja"
"261";"Mammaop ved godartede sykd ekskl biopsi/lokal eksisjon";1.397;4;"K";0.765;30;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"262";"Mammabiopsi og lokal eksisjon ved godartede sykdommer";0.883;3;"K";0.347;30;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"263";"Hudtransplant og/eller revisjoner ved sår/cellulitt m/bk";5.040;48;"K";5.040;9;0;"Ordinære innleggelser med overnatting";0;1;"263_264";"Ja"
"264";"Hudtransplant og/eller revisjoner ved sår/cellulitt u/bk";2.283;13;"K";2.283;9;0;"Ordinære innleggelser med overnatting";0;0;"263_264";"Ja"
"265";"Hudtranspl og/eller revisjoner, ekskl sår/cellulitt m/bk";2.332;16;"K";2.332;9;0;"Ordinære innleggelser med overnatting";0;1;"265_266";"Ja"
"266";"Hudtranspl og/eller revisjoner, ekskl sår/cellulitt u/bk";1.489;8;"K";0.358;9;0;"Ordinære innleggelser med overnatting";0;0;"265_266";"Ja"
"267";"Perianale inngrep og operasjoner for sakralcyste";0.837;14;"K";0.475;9;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"268";"Plastiske op på hud og underhud";1.837;13;"K";1.837;9;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"269";"Op på hud og underhud ITAD m/bk";2.449;23;"K";2.449;9;0;"Ordinære innleggelser med overnatting";0;1;"269_270";"Ja"
"270";"Op på hud og underhud ITAD u/bk";1.150;7;"K";1.150;9;0;"Ordinære innleggelser med overnatting";0;0;"269_270";"Ja"
"271";"Kroniske sår i huden";1.584;19;"M";1.584;9;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"272";"Alvorlig hudsykdom m/bk";1.769;23;"M";1.769;9;0;"Ordinære innleggelser med overnatting";0;1;"272_273";"Ja"
"273";"Alvorlig hudsykdom u/bk";1.607;16;"M";1.607;9;0;"Ordinære innleggelser med overnatting";0;0;"272_273";"Ja"
"274";"Ondartet sykdom i bryst m/bk";1.302;15;"M";1.302;30;0;"Ordinære innleggelser med overnatting";0;1;"274_275";"Ja"
"275";"Ondartet sykdom i bryst u/bk";0.834;10;"M";0.834;30;0;"Ordinære innleggelser med overnatting";0;0;"274_275";"Ja"
"276";"Godartet sykdom i bryst";0.753;5;"M";0.753;30;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"277";"Infeksjoner i hud og underhud >17 år m/bk";1.402;13;"M";1.402;9;0;"Ordinære innleggelser med overnatting";0;1;"277_278";"Ja"
"278";"Infeksjoner i hud og underhud >17 år u/bk";0.839;8;"M";0.839;9;0;"Ordinære innleggelser med overnatting";0;0;"277_278";"Ja"
"279";"Infeksjoner i hud og underhud 0-17 år";0.980;6;"M";0.980;9;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"280";"Skade av hud og underhud >17 år m/bk";0.692;7;"M";0.692;9;0;"Ordinære innleggelser med overnatting";0;1;"280_281";"Ja"
"281";"Skade av hud og underhud >17 år u/bk";0.485;4;"M";0.485;9;0;"Ordinære innleggelser med overnatting";0;0;"280_281";"Ja"
"282";"Skade av hud og underhud 0-17 år";0.536;2;"M";0.536;9;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"283";"Lettere hudsykdom m/bk";1.428;15;"M";1.428;9;0;"Ordinære innleggelser med overnatting";0;1;"283_284";"Ja"
"284";"Lettere hudsykdom u/bk";1.036;11;"M";1.036;9;0;"Ordinære innleggelser med overnatting";0;0;"283_284";"Ja"
"285";"Amputasjoner av underekstr pga sykdom i HDG 10";5.417;52;"K";5.417;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"286";"Operasjoner på binyrer og hypofyse";2.718;11;"K";2.718;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"289";"Operasjoner på biskjoldbruskkjertelen";1.255;4;"K";1.255;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"290";"Operasjoner på skjoldbruskkjertelen";1.664;5;"K";1.664;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"292";"Op ved sykdommer i HDG 10 ITAD m/bk";4.208;44;"K";4.208;10;0;"Ordinære innleggelser med overnatting";0;1;"292_293";"Ja"
"293";"Op ved sykdommer i HDG 10 ITAD u/bk";2.472;8;"K";2.472;10;0;"Ordinære innleggelser med overnatting";0;0;"292_293";"Ja"
"294";"Diabetes >35 år";0.995;9;"M";0.995;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"295";"Diabetes < 36 år";1.739;13;"M";1.739;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"296";"Ernærings- og stoffskiftesykdommer ITAD >17 år m/bk";1.172;13;"M";1.172;10;0;"Ordinære innleggelser med overnatting";0;1;"296_297";"Ja"
"297";"Ernærings- og stoffskiftesykdommer ITAD >17 år u/bk";0.690;7;"M";0.690;10;0;"Ordinære innleggelser med overnatting";0;0;"296_297";"Ja"
"298";"Ernærings- og stoffskiftesykdommer ITAD 0-17 år";0.934;7;"M";0.934;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"299";"Medfødte stoffskiftesykdommer";1.360;20;"M";1.360;10;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"300";"Indresekretoriske sykdommer m/bk";1.405;20;"M";1.405;10;0;"Ordinære innleggelser med overnatting";0;1;"300_301";"Ja"
"301";"Indresekretoriske sykdommer u/bk";0.810;7;"M";0.810;10;0;"Ordinære innleggelser med overnatting";0;0;"300_301";"Ja"
"302";"Nyretransplantasjon";11.189;27;"K";11.189;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"303";"Nyre/ureterop og større blæreop pga ondartet svulst";3.468;16;"K";3.468;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"304";"Nyre/ureterop og større blæreop ekskl onda svulst m/bk";3.246;20;"K";3.246;11;0;"Ordinære innleggelser med overnatting";0;1;"304_305";"Ja"
"305";"Nyre/ureterop og større blæreop ekskl onda svulst u/bk";2.446;10;"K";2.446;11;0;"Ordinære innleggelser med overnatting";0;0;"304_305";"Ja"
"308";"Operasjoner på urinblæren ITAD m/bk";1.459;11;"K";1.107;11;0;"Ordinære innleggelser med overnatting";0;1;"308_309";"Ja"
"309";"Operasjoner på urinblæren ITAD u/bk";0.954;4;"K";0.602;11;0;"Ordinære innleggelser med overnatting";0;0;"308_309";"Ja"
"310";"Transurethrale operasjoner ekskl på prostata m/bk";1.169;8;"K";1.071;11;0;"Ordinære innleggelser med overnatting";0;1;"310_311";"Ja"
"311";"Transurethrale operasjoner ekskl på prostata u/bk";0.907;3;"K";0.809;11;0;"Ordinære innleggelser med overnatting";0;0;"310_311";"Ja"
"312";"Operasjoner på urinrør >17 år m/bk";1.345;6;"K";1.345;11;0;"Ordinære innleggelser med overnatting";0;1;"312_313";"Ja"
"313";"Operasjoner på urinrør >17 år u/bk";0.755;3;"K";0.480;11;0;"Ordinære innleggelser med overnatting";0;0;"312_313";"Ja"
"314";"Operasjoner på urinrør 0-17 år";1.253;6;"K";1.253;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"315";"Operasjoner på nyrer og urinveier ITAD";1.824;19;"K";1.824;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"316";"Nyresvikt";1.484;18;"M";1.484;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"317";"Dialysebehandling";0.099;4;"M";0.099;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"318";"Svulster i nyrer og urinveier m/bk";1.253;13;"M";1.253;11;0;"Ordinære innleggelser med overnatting";0;1;"318_319";"Ja"
"319";"Svulster i nyrer og urinveier u/bk";0.795;8;"M";0.795;11;0;"Ordinære innleggelser med overnatting";0;0;"318_319";"Ja"
"320";"Infeksjoner i nyrer og urinveier >17 år m/bk";1.234;12;"M";1.234;11;0;"Ordinære innleggelser med overnatting";0;1;"320_321";"Ja"
"321";"Infeksjoner i nyrer og urinveier >17 år u/bk";0.795;6;"M";0.795;11;0;"Ordinære innleggelser med overnatting";0;0;"320_321";"Ja"
"322";"Infeksjoner i nyrer og urinveier 0-17 år";1.201;7;"M";1.201;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"323";"Stein i urinveiene m/bk og/eller ESWL behandling";0.872;7;"M";0.872;11;0;"Ordinære innleggelser med overnatting";0;1;"323_324";"Ja"
"324";"Stein i urinveiene u/bk";0.579;4;"M";0.579;11;0;"Ordinære innleggelser med overnatting";0;0;"323_324";"Ja"
"325";"Symptomer fra nyrer og urinveier >17 år m/bk";0.736;7;"M";0.736;11;0;"Ordinære innleggelser med overnatting";0;1;"325_326";"Ja"
"326";"Symptomer fra nyrer og urinveier >17 år u/bk";0.579;4;"M";0.579;11;0;"Ordinære innleggelser med overnatting";0;0;"325_326";"Ja"
"327";"Symptomer fra nyrer og urinveier 0-17 år";0.737;7;"M";0.737;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"331";"Sykdom i nyrer og urinveier ITAD >17 år m/bk";1.004;12;"M";1.004;11;0;"Ordinære innleggelser med overnatting";0;1;"331_332";"Ja"
"332";"Sykdom i nyrer og urinveier ITAD >17 år u/bk";0.718;6;"M";0.718;11;0;"Ordinære innleggelser med overnatting";0;0;"331_332";"Ja"
"333";"Sykdom i nyrer og urinveier ITAD 0-17 år";1.059;9;"M";1.059;11;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"334";"Større operasjoner i det mannlige bekken m/bk";2.419;9;"K";2.419;12;0;"Ordinære innleggelser med overnatting";0;1;"334_335";"Ja"
"335";"Større operasjoner i det mannlige bekken u/bk";2.163;5;"K";2.163;12;0;"Ordinære innleggelser med overnatting";0;0;"334_335";"Ja"
"336";"Transurethral prostatectomi m/bk";1.180;7;"K";1.180;12;0;"Ordinære innleggelser med overnatting";0;1;"336_337";"Ja"
"337";"Transurethral prostatectomi u/bk";1.014;3;"K";0.998;12;0;"Ordinære innleggelser med overnatting";0;0;"336_337";"Ja"
"338";"Op på skrotalinnhold ved ondartede sykdommer";1.082;5;"K";1.082;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"339";"Op på skrotalinnhold ved godartede sykd >17 år";1.182;6;"K";1.182;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"340";"Op på skrotalinnhold ved godartede sykd 0-17 år";0.995;3;"K";0.585;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"341";"Operasjoner på penis";1.553;9;"K";1.553;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"344";"Op på mannlige kjønnsorg ved ondartet svulst ITAD";1.268;20;"K";1.268;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"345";"Op på mannlige kjønnsorg ekskl ondartet svulst ITAD";0.928;5;"K";0.928;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"346";"Ondartede svulst i mannlige kjønnsorganer m/bk";1.347;15;"M";1.347;12;0;"Ordinære innleggelser med overnatting";0;1;"346_347";"Ja"
"347";"Ondartede svulst i mannlige kjønnsorganer u/bk";0.904;8;"M";0.904;12;0;"Ordinære innleggelser med overnatting";0;0;"346_347";"Ja"
"348";"Godartet hypertrofi av prostata m/bk";0.618;7;"M";0.618;12;0;"Ordinære innleggelser med overnatting";0;1;"348_349";"Ja"
"349";"Godartet hypertrofi av prostata u/bk";0.333;3;"M";0.333;12;0;"Ordinære innleggelser med overnatting";0;0;"348_349";"Ja"
"350";"Inflammasjon i mannlige kjønnsorganer";0.818;8;"M";0.818;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"351";"Sterilisering av menn";0.000;6;"K";0.000;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"352";"Sykdommer i mannlige kjønnsorganer  ITAD";0.550;4;"M";0.550;12;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"353";"Eksentrasjon av bekkenet, radikal hysterektomi og vulvektomi";3.708;20;"K";3.708;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"354";"Op på uterus/adn pga ikke ovar/adn malign sykd m/bk";2.554;11;"K";2.554;13;0;"Ordinære innleggelser med overnatting";0;1;"354_355";"Ja"
"355";"Op på uterus/adn pga ikke ovar/adn malign sykd u/bk";1.767;5;"K";1.767;13;0;"Ordinære innleggelser med overnatting";0;0;"354_355";"Ja"
"356";"Rekonstruktive gynekologiske inngrep";1.260;3;"K";1.076;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"357";"Op på uterus/adn ved ovar/adn malign sykdom";2.962;11;"K";2.962;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"358";"Op på uterus/adn ved godartede sykd m/bk";2.113;9;"K";2.113;13;0;"Ordinære innleggelser med overnatting";0;1;"358_359";"Ja"
"359";"Op på uterus/adn ved godartede sykd u/bk";1.535;4;"K";0.755;13;0;"Ordinære innleggelser med overnatting";0;0;"358_359";"Ja"
"360";"Operasjoner på vagina, cervix og vulva ekskl vulvektomi";1.291;10;"K";1.291;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"361";"Gynekologisk laparoskopi og sterilisering via laparotomi";1.189;6;"K";1.189;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"362";"Sterilisering via laparoskopi eller annen endoskopisk sterilisering";0.000;2;"K";0.000;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"363";"Utskraping og konisering ved ondartet sykdom";0.861;6;"K";0.861;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"364";"Utskraping og konisering ekskl ondartet sykdom";0.730;4;"K";0.124;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"365";"Operasjoner på kvinnelige kjønnsorganer ITAD";1.831;11;"K";1.831;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"366";"Ondartede svulster i kvinnelige kjønnsorganer m/bk";1.470;19;"M";1.470;13;0;"Ordinære innleggelser med overnatting";0;1;"366_367";"Ja"
"367";"Ondartede svulster i kvinnelige kjønnsorganer u/bk";1.003;11;"M";1.003;13;0;"Ordinære innleggelser med overnatting";0;0;"366_367";"Ja"
"368";"Infeksjoner i kvinnelige kjønnsorganer";0.916;8;"M";0.916;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"369";"Tilstander i kvinnelige kjønnsorganer ITAD";0.669;7;"M";0.669;13;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"370";"Keisersnitt m/bk";1.830;14;"K";1.830;14;0;"Ordinære innleggelser med overnatting";0;1;"370_371";"Ja"
"371";"Keisersnitt u/bk";1.328;8;"K";1.328;14;0;"Ordinære innleggelser med overnatting";0;0;"370_371";"Ja"
"372";"Vaginal fødsel m/bk";0.872;8;"M";0.872;14;0;"Ordinære innleggelser med overnatting";0;1;"372_373";"Ja"
"373";"Vaginal fødsel u/bk";0.575;5;"M";0.575;14;0;"Ordinære innleggelser med overnatting";0;0;"372_373";"Ja"
"374";"Vaginal fødsel m/sterilisering og/eller evakuering";1.334;8;"K";1.334;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"375";"Vaginal fødsel m/ op ekskl sterilisering og evakuering";0.972;8;"K";0.972;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"376";"Sykdommer etter forløsning og abort u/ operasjon";0.716;6;"M";0.716;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"379";"Truende abort";0.545;12;"M";0.545;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"380";"Abort uten kirurgisk inngrep og tilst etter abort";0.389;3;"M";0.389;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"381";"Spontan el medik utløst abort inkl revisjon";0.629;3;"K";0.371;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"382";"Falske rier";0.336;6;"M";0.336;14;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"383";"Sykdommer i svangerskapet ITAD m/bk";0.685;11;"M";0.685;14;0;"Ordinære innleggelser med overnatting";0;1;"383_384";"Ja"
"384";"Sykdommer i svangerskapet ITAD u/bk";0.411;7;"M";0.411;14;0;"Ordinære innleggelser med overnatting";0;0;"383_384";"Ja"
"390";"Nyfødt, fødselsvekt minst 2500 g, med annet signifikant problem";1.009;8;;1.009;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"391";"Frisk nyfødt";0.524;5;;0.524;15;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"392";"Op på milten pga sykdom i HDG 16 >17 år";3.850;36;"K";3.850;16;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"393";"Op på milten pga sykdom i HDG 16 0-17 år";2.216;8;"K";2.216;16;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"394";"Op pga sykdom i blod/bloddannende organer ITAD";1.878;13;"K";1.878;16;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"395";"Sykdommer i røde blodlegemer >17 år";0.931;11;"M";0.931;16;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"396";"Sykdommer i røde blodlegemer 0-17 år";1.547;13;"M";1.547;16;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"397";"Koagulasjonsforstyrrelser";1.071;10;"M";1.071;16;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"398";"Retikuloendoteliale og immunologiske sykd ITAD m/bk";1.196;12;"M";1.196;16;0;"Ordinære innleggelser med overnatting";0;1;"398_399";"Ja"
"399";"Retikuloendoteliale og immunologiske sykd ITAD u/bk";0.906;8;"M";0.906;16;0;"Ordinære innleggelser med overnatting";0;0;"398_399";"Ja"
"400";"Større operasjoner ved lymfom og leukemi";3.374;19;"K";3.374;17;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"401";"Op ved lymfom og ikke-akutt leukemi ITAD m/bk";4.296;31;"K";4.296;17;0;"Ordinære innleggelser med overnatting";0;1;"401_402";"Ja"
"402";"Op ved lymfom og ikke-akutt leukemi ITAD u/bk";1.675;11;"K";1.675;17;0;"Ordinære innleggelser med overnatting";0;0;"401_402";"Ja"
"403";"Lymfom og ikke-akutt leukemi m/bk";2.110;24;"M";2.110;17;0;"Ordinære innleggelser med overnatting";0;1;"403_404";"Ja"
"404";"Lymfom og ikke-akutt leukemi u/bk";1.421;16;"M";1.421;17;0;"Ordinære innleggelser med overnatting";0;0;"403_404";"Ja"
"405";"Akutt leukemi 0-17 år";2.535;25;"M";2.535;17;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"406";"Større op ved sykdommer i HDG 17 ekskl lymfom og leukemi m/bk";5.855;30;"K";5.855;17;0;"Ordinære innleggelser med overnatting";0;1;"406_407";"Ja"
"407";"Større op ved sykdommer i HDG 17 ekskl lymfom og leukemi u/bk";3.372;11;"K";3.372;17;0;"Ordinære innleggelser med overnatting";0;0;"406_407";"Ja"
"408";"Andre op ved sykdommer i HDG 17 ekskl lymfom og leukemi";2.700;16;"K";2.700;17;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"413";"Sykdommer i HDG 17 ITAD m/bk";1.585;18;"M";1.585;17;0;"Ordinære innleggelser med overnatting";0;1;"413_414";"Ja"
"414";"Sykdommer i HDG 17 ITAD u/bk";1.017;11;"M";1.017;17;0;"Ordinære innleggelser med overnatting";0;0;"413_414";"Ja"
"415";"Op ved sykdommer i HDG 18";4.501;39;"K";4.501;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"418";"Postop og posttraumatiske infeksjoner tilhørende HDG 18";1.313;15;"M";1.313;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"419";"Feber av ukjent årsak >17 år m/bk";0.984;10;"M";0.984;18;0;"Ordinære innleggelser med overnatting";0;1;"419_420";"Ja"
"420";"Feber av ukjent årsak >17 år u/bk";0.699;7;"M";0.699;18;0;"Ordinære innleggelser med overnatting";0;0;"419_420";"Ja"
"421";"Virussykdommer >17 år";0.827;9;"M";0.827;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"422";"Virussykdommer og feber av ukjent årsak 0-17 år";0.766;5;"M";0.766;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"423";"Sykdommer i HDG 18 ITAD";1.443;15;"M";1.443;18;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"439";"Hudtransplantasjon etter skade";4.595;40;"K";4.595;21;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"442";"Operasjoner etter skade ITAD m/bk";5.719;51;"K";5.719;21;1;"Ordinære innleggelser med overnatting";0;1;"442_443";"Ja"
"443";"Operasjoner etter skade ITAD u/bk";2.208;14;"K";2.208;21;0;"Ordinære innleggelser med overnatting";0;0;"442_443";"Ja"
"444";"Traume >17 år m/bk";1.127;9;"M";1.127;21;0;"Ordinære innleggelser med overnatting";0;1;"444_445";"Ja"
"445";"Traume >17 år u/bk";0.683;5;"M";0.683;21;0;"Ordinære innleggelser med overnatting";0;0;"444_445";"Ja"
"446";"Traume 0-17 år";0.771;5;"M";0.771;21;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"447";"Allergiske reaksjoner >17 år";0.466;3;"M";0.466;21;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"448";"Allergiske reaksjoner 0-17 år";0.388;2;"M";0.388;21;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"449";"Forgiftning inkludert toksisk effekt av legemiddel >17 m/bk";0.809;5;"M";0.809;21;0;"Ordinære innleggelser med overnatting";0;1;"449_450";"Ja"
"450";"Forgiftning inkludert toksisk effekt av legemiddel >17 u/bk";0.558;3;"M";0.558;21;0;"Ordinære innleggelser med overnatting";0;0;"449_450";"Ja"
"451";"Forgiftning inkludert toksisk effekt av legemiddel 0-17 år";0.555;3;"M";0.555;21;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"454";"Sykdommer i HDG 21 ITAD m/bk";1.198;10;"M";1.198;21;0;"Ordinære innleggelser med overnatting";0;1;"454_455";"Ja"
"455";"Sykdommer i HDG 21 ITAD u/bk";0.448;4;"M";0.448;21;0;"Ordinære innleggelser med overnatting";0;0;"454_455";"Ja"
"456";"Forbrenninger, overført til annen akuttenhet, liggetid < 6 dager";0.738;4;;0.738;22;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"457";"Omfattende forbrenninger uten operativ behandling";3.248;35;"M";3.248;22;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
"458";"Mindre omfattende forbrenninger med hudtransplantasjon";3.371;28;"K";3.371;22;0;"Ordinære innleggelser med overnatting";0;"Null";"Null";"Ja"
